"channel","date_id","pid","net_sales_amount","year","month"
"MechelenCenter",2022-02-21,"110c3e52f4b7c6a",2,"2022","02"
"BruggeSquare",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"HasseltFashions",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"MechelenCenter",2022-02-21,"110c3e52f4b7c6a",-1,"2022","02"
"CharleroiDepot",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"MechelenCenter",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"MechelenCenter",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"BruggeSquare",2022-02-21,"110c3e52f4b7c6a",1,"2022","02"
"MechelenCenter",2022-02-21,"110c3e52f4b7c6a",-1,"2022","02"
"GenkGallery",2022-02-22,"110c3e52f4b7c6a",1,"2022","02"
"NamurPoint",2022-02-22,"110c3e52f4b7c6a",1,"2022","02"
"HasseltFashions",2022-02-22,"110c3e52f4b7c6a",1,"2022","02"
"online",2022-02-22,"110c3e52f4b7c6a",1,"2022","02"
"BrusselsMart",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"TournaiShop",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"AntwerpOutlet",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"AalstEmporium",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"BrusselsMart",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"BruggeSquare",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"OstendStore",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"GenkGallery",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"BrusselsMart",2022-03-01,"110c3e52f4b7c6a",0,"2022","03"
"CharleroiDepot",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"AalstEmporium",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"GhentBoutique",2022-03-01,"110c3e52f4b7c6a",1,"2022","03"
"GhentBoutique",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"AntwerpOutlet",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"BruggeSquare",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"TournaiShop",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"AntwerpOutlet",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"BrusselsMart",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"MechelenCenter",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"AntwerpOutlet",2022-03-02,"110c3e52f4b7c6a",1,"2022","03"
"AntwerpOutlet",2022-04-20,"111353235c78a55",1,"2022","04"
"online",2022-02-11,"1128d3f78df5bfe",1,"2022","02"
"online",2022-02-19,"1128d3f78df5bfe",1,"2022","02"
"online",2022-02-19,"1128d3f78df5bfe",1,"2022","02"
"AntwerpOutlet",2022-02-19,"1128d3f78df5bfe",1,"2022","02"
"AntwerpOutlet",2022-02-19,"1128d3f78df5bfe",1,"2022","02"
"online",2022-02-20,"1128d3f78df5bfe",1,"2022","02"
"online",2022-02-20,"1128d3f78df5bfe",1,"2022","02"
"CharleroiDepot",2022-01-21,"114572b30fb523c",1,"2022","01"
"AntwerpOutlet",2022-01-21,"114572b30fb523c",1,"2022","01"
"AntwerpOutlet",2018-01-12,"114572b30fb523c",1,"2018","01"
"MechelenCenter",2022-01-22,"114572b30fb523c",1,"2022","01"
"AntwerpOutlet",2022-01-22,"114572b30fb523c",-1,"2022","01"
"GhentBoutique",2022-01-22,"114572b30fb523c",1,"2022","01"
"BrusselsMart",2022-01-22,"114572b30fb523c",1,"2022","01"
"LiegeHub",2022-01-31,"1153509e0ccc4f4",1,"2022","01"
"LiegeHub",2022-02-01,"1153509e0ccc4f4",1,"2022","02"
"AntwerpOutlet",2022-02-01,"1153509e0ccc4f4",1,"2022","02"
"AntwerpOutlet",2022-02-01,"1153509e0ccc4f4",1,"2022","02"
"LiegeHub",2022-02-01,"1153509e0ccc4f4",1,"2022","02"
"AntwerpOutlet",2022-02-02,"1153509e0ccc4f4",1,"2022","02"
"AntwerpOutlet",2018-01-12,"1153509e0ccc4f4",1,"2018","01"
"LiegeHub",2022-02-10,"1153509e0ccc4f4",1,"2022","02"
"online",2022-02-10,"1153509e0ccc4f4",1,"2022","02"
"LiegeHub",2022-02-10,"1153509e0ccc4f4",1,"2022","02"
"AntwerpOutlet",2022-04-12,"1156de2a5e96985",1,"2022","04"
"Franchise_NL",2022-04-20,"1156de2a5e96985",1,"2022","04"
"AntwerpOutlet",2022-04-21,"1156de2a5e96985",1,"2022","04"
"AntwerpOutlet",2022-04-21,"1156de2a5e96985",1,"2022","04"
"AntwerpOutlet",2022-04-21,"1156de2a5e96985",1,"2022","04"
"AntwerpOutlet",2022-02-20,"1163c274591a830",1,"2022","02"
"AntwerpOutlet",2022-03-01,"1163c274591a830",1,"2022","03"
"GenkGallery",2022-03-22,"11651ce382fb25b",1,"2022","03"
"OstendStore",2022-03-22,"11651ce382fb25b",1,"2022","03"
"TournaiShop",2022-03-23,"11651ce382fb25b",1,"2022","03"
"AntwerpOutlet",2022-03-23,"11651ce382fb25b",1,"2022","03"
"KortrijkShowroom",2022-03-31,"11651ce382fb25b",1,"2022","03"
"GhentBoutique",2022-03-31,"11651ce382fb25b",1,"2022","03"
"Franchise_NL",2023-01-10,"11777efb57bed98",1,"2023","01"
"Franchise_NL",2023-01-11,"11777efb57bed98",1,"2023","01"
"Franchise_NL",2023-01-11,"11777efb57bed98",0,"2023","01"
"LeuvenStyles",2023-01-11,"11777efb57bed98",1,"2023","01"
"Franchise_NL",2023-01-12,"11777efb57bed98",0,"2023","01"
"Franchise_NL",2023-01-20,"11777efb57bed98",0,"2023","01"
"Franchise_NL",2023-01-20,"11777efb57bed98",1,"2023","01"
"Franchise_NL",2023-01-20,"11777efb57bed98",0,"2023","01"
"BrusselsMart",2022-04-11,"1187fa078747efb",1,"2022","04"
"AntwerpOutlet",2022-04-12,"1187fa078747efb",1,"2022","04"
"NamurPoint",2022-04-12,"1187fa078747efb",1,"2022","04"
"Franchise_NL",2022-04-13,"1187fa078747efb",1,"2022","04"
"LeuvenStyles",2022-04-13,"1187fa078747efb",1,"2022","04"
"BrusselsMart",2022-04-13,"1187fa078747efb",1,"2022","04"
"BrusselsMart",2022-03-23,"1193b33dd3ff0b8",1,"2022","03"
"BruggeSquare",2022-03-31,"1193b33dd3ff0b8",1,"2022","03"
"GhentBoutique",2022-04-01,"1193b33dd3ff0b8",1,"2022","04"
"online",2022-02-10,"119ae4cfd614456",1,"2022","02"
"online",2022-02-11,"119ae4cfd614456",-1,"2022","02"
"online",2022-02-20,"119ae4cfd614456",1,"2022","02"
"BrusselsMart",2022-03-01,"11a5339e778d56c",1,"2022","03"
"CharleroiDepot",2022-03-11,"11a5339e778d56c",1,"2022","03"
"LiegeHub",2022-03-11,"11a5339e778d56c",1,"2022","03"
"GhentBoutique",2022-04-11,"11b03e388a5e5c0",1,"2022","04"
"AntwerpOutlet",2022-02-10,"11b33f1492d440c",1,"2022","02"
"online",2022-02-11,"11b33f1492d440c",1,"2022","02"
"online",2022-02-11,"11b33f1492d440c",-1,"2022","02"
"AntwerpOutlet",2022-02-11,"11b33f1492d440c",1,"2022","02"
"online",2022-03-01,"11b5e8a4bc808c3",1,"2022","03"
"online",2022-03-01,"11b5e8a4bc808c3",1,"2022","03"
"online",2022-03-03,"11b5e8a4bc808c3",1,"2022","03"
"online",2022-03-03,"11b5e8a4bc808c3",-1,"2022","03"
"Franchise_NL",2022-04-11,"11b9c08e9fdb1c8",1,"2022","04"
"LeuvenStyles",2022-04-12,"11b9c08e9fdb1c8",1,"2022","04"
"online",2022-02-01,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-01,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-01,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-01,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-01,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-02,"11cdaa815ea7476",-1,"2022","02"
"online",2022-02-02,"11cdaa815ea7476",1,"2022","02"
"online",2022-02-09,"11cdaa815ea7476",-1,"2022","02"
"online",2022-02-09,"11cdaa815ea7476",-1,"2022","02"
"online",2022-02-10,"11cdaa815ea7476",1,"2022","02"
"GhentBoutique",2022-04-02,"11d11395fd4eb5f",1,"2022","04"
"BrusselsMart",2022-04-10,"11d11395fd4eb5f",1,"2022","04"
"OstendStore",2022-04-10,"11d11395fd4eb5f",1,"2022","04"
"BrusselsMart",2022-04-10,"11d11395fd4eb5f",1,"2022","04"
"GhentBoutique",2022-04-10,"11d11395fd4eb5f",1,"2022","04"
"MonsPlaza",2022-04-10,"11d11395fd4eb5f",1,"2022","04"
"Franchise_NL",2022-04-11,"11d11395fd4eb5f",1,"2022","04"
"OstendStore",2022-04-12,"11d11395fd4eb5f",1,"2022","04"
"Franchise_NL",2022-04-12,"11d11395fd4eb5f",-1,"2022","04"
"TournaiShop",2022-04-12,"11d11395fd4eb5f",1,"2022","04"
"LeuvenStyles",2022-04-12,"11d11395fd4eb5f",1,"2022","04"
"NamurPoint",2022-04-01,"11d2ae9bd5bb006",1,"2022","04"
"AntwerpOutlet",2022-03-23,"11e1ed42676ac68",1,"2022","03"
"BruggeSquare",2022-03-31,"11e1ed42676ac68",1,"2022","03"
"BrusselsMart",2022-04-01,"11e1ed42676ac68",1,"2022","04"
"LeuvenStyles",2022-04-02,"11e2176ce66578c",1,"2022","04"
"BrusselsMart",2022-04-03,"11e2176ce66578c",1,"2022","04"
"LiegeHub",2022-01-20,"11e9244b1353a87",1,"2022","01"
"AntwerpOutlet",2022-01-21,"11e9244b1353a87",1,"2022","01"
"AntwerpOutlet",2022-01-21,"11e9244b1353a87",1,"2022","01"
"online",2022-01-21,"11e9244b1353a87",1,"2022","01"
"online",2022-01-21,"11e9244b1353a87",1,"2022","01"
"online",2022-01-21,"11e9244b1353a87",1,"2022","01"
"online",2022-01-21,"11e9244b1353a87",1,"2022","01"
"LiegeHub",2022-01-22,"11e9244b1353a87",1,"2022","01"
"online",2022-01-22,"11e9244b1353a87",-1,"2022","01"
"online",2022-01-22,"11e9244b1353a87",1,"2022","01"
"AntwerpOutlet",2022-01-22,"11e9244b1353a87",1,"2022","01"
"AntwerpOutlet",2022-01-22,"11e9244b1353a87",1,"2022","01"
"LiegeHub",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"AntwerpOutlet",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"AntwerpOutlet",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"LiegeHub",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"BruggeSquare",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"Franchise_NL",2022-04-01,"11ed8b5a29ef429",1,"2022","04"
"BruggeSquare",2022-04-02,"11ed8b5a29ef429",-1,"2022","04"
"AntwerpOutlet",2022-04-02,"11ed8b5a29ef429",1,"2022","04"
"AntwerpOutlet",2022-04-02,"11ed8b5a29ef429",1,"2022","04"
"CharleroiDepot",2022-04-02,"11ed8b5a29ef429",1,"2022","04"
"MechelenCenter",2022-04-02,"11ed8b5a29ef429",1,"2022","04"
"Franchise_NL",2022-04-02,"11ed8b5a29ef429",-1,"2022","04"
"BrusselsMart",2022-04-10,"11ed8b5a29ef429",1,"2022","04"
"LiegeHub",2022-04-10,"11ed8b5a29ef429",1,"2022","04"
"BrusselsMart",2022-04-10,"11ed8b5a29ef429",1,"2022","04"
"CharleroiDepot",2022-04-10,"11ed8b5a29ef429",1,"2022","04"
"GhentBoutique",2022-04-10,"11ed8b5a29ef429",1,"2022","04"
"Franchise_NL",2022-04-11,"11fa64c5a8e7208",1,"2022","04"
"Franchise_NL",2022-04-11,"11fa64c5a8e7208",1,"2022","04"
"Franchise_NL",2022-04-12,"11fa64c5a8e7208",-1,"2022","04"
"Franchise_NL",2022-04-12,"11fa64c5a8e7208",-1,"2022","04"
"Franchise_NL",2022-04-20,"11fa64c5a8e7208",1,"2022","04"
"Franchise_NL",2022-04-20,"11fa64c5a8e7208",1,"2022","04"
"CharleroiDepot",2022-02-11,"11fe9487ff1e4a3",1,"2022","02"
"BrusselsMart",2018-01-12,"11fe9487ff1e4a3",1,"2018","01"
"BrusselsMart",2022-02-11,"11fe9487ff1e4a3",1,"2022","02"
"CharleroiDepot",2022-02-11,"11fe9487ff1e4a3",0,"2022","02"
"OstendStore",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"GhentBoutique",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"BrusselsMart",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"MonsPlaza",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"CharleroiDepot",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"GhentBoutique",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"OstendStore",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"BrusselsMart",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"CharleroiDepot",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"online",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"GenkGallery",2022-02-19,"11fe9487ff1e4a3",1,"2022","02"
"MechelenCenter",2022-02-20,"11fe9487ff1e4a3",1,"2022","02"
"BrusselsMart",2022-02-20,"11fe9487ff1e4a3",1,"2022","02"
"MonsPlaza",2022-02-20,"11fe9487ff1e4a3",1,"2022","02"
"MonsPlaza",2022-02-20,"11fe9487ff1e4a3",1,"2022","02"
"BrusselsMart",2022-02-21,"11fe9487ff1e4a3",1,"2022","02"
"MechelenCenter",2022-02-21,"11fe9487ff1e4a3",1,"2022","02"
"AntwerpOutlet",2022-02-21,"11fe9487ff1e4a3",1,"2022","02"
"GenkGallery",2022-02-21,"11fe9487ff1e4a3",1,"2022","02"
"TournaiShop",2022-02-21,"11fe9487ff1e4a3",1,"2022","02"
"online",2022-03-23,"12130e3b5032f01",1,"2022","03"
"online",2022-03-23,"12130e3b5032f01",1,"2022","03"
"online",2022-03-31,"12130e3b5032f01",1,"2022","03"
"online",2022-03-31,"12130e3b5032f01",-1,"2022","03"
"online",2022-04-01,"12130e3b5032f01",-1,"2022","04"
"Franchise_NL",2022-04-01,"12130e3b5032f01",1,"2022","04"
"Franchise_NL",2022-04-02,"12130e3b5032f01",1,"2022","04"
"online",2022-01-31,"121aad20af5d5eb",1,"2022","01"
"online",2022-01-31,"121aad20af5d5eb",1,"2022","01"
"online",2022-02-01,"121aad20af5d5eb",1,"2022","02"
"online",2022-02-01,"121aad20af5d5eb",1,"2022","02"
"online",2022-02-02,"121aad20af5d5eb",-1,"2022","02"
"online",2022-02-09,"121aad20af5d5eb",1,"2022","02"
"online",2022-02-09,"121aad20af5d5eb",-1,"2022","02"
"AalstEmporium",2022-04-20,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-21,"123b171406359fe",1,"2022","04"
"TournaiShop",2022-04-21,"123b171406359fe",1,"2022","04"
"AalstEmporium",2022-04-21,"123b171406359fe",1,"2022","04"
"BrusselsMart",2022-04-21,"123b171406359fe",1,"2022","04"
"AntwerpOutlet",2022-04-21,"123b171406359fe",1,"2022","04"
"LeuvenStyles",2022-04-21,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-21,"123b171406359fe",1,"2022","04"
"AntwerpOutlet",2022-04-21,"123b171406359fe",1,"2022","04"
"TournaiShop",2022-04-21,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-21,"123b171406359fe",1,"2022","04"
"TournaiShop",2022-04-21,"123b171406359fe",1,"2022","04"
"BrusselsMart",2022-04-21,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-21,"123b171406359fe",-1,"2022","04"
"HasseltFashions",2022-04-22,"123b171406359fe",1,"2022","04"
"BrusselsMart",2022-04-22,"123b171406359fe",1,"2022","04"
"AntwerpOutlet",2022-04-22,"123b171406359fe",1,"2022","04"
"AalstEmporium",2022-04-22,"123b171406359fe",1,"2022","04"
"AntwerpOutlet",2022-04-22,"123b171406359fe",2,"2022","04"
"AalstEmporium",2022-04-22,"123b171406359fe",1,"2022","04"
"BrusselsMart",2022-04-22,"123b171406359fe",1,"2022","04"
"OstendStore",2022-04-22,"123b171406359fe",1,"2022","04"
"TournaiShop",2022-04-22,"123b171406359fe",1,"2022","04"
"LeuvenStyles",2022-04-22,"123b171406359fe",1,"2022","04"
"TournaiShop",2022-04-22,"123b171406359fe",1,"2022","04"
"AntwerpOutlet",2022-04-22,"123b171406359fe",-1,"2022","04"
"BrusselsMart",2022-04-23,"123b171406359fe",1,"2022","04"
"GhentBoutique",2022-04-23,"123b171406359fe",1,"2022","04"
"KortrijkShowroom",2022-04-30,"123b171406359fe",1,"2022","04"
"GhentBoutique",2022-04-30,"123b171406359fe",1,"2022","04"
"HasseltFashions",2022-04-30,"123b171406359fe",1,"2022","04"
"LeuvenStyles",2022-04-30,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-30,"123b171406359fe",1,"2022","04"
"Franchise_NL",2022-04-30,"123b171406359fe",0,"2022","04"
"Franchise_NL",2022-04-30,"123b171406359fe",-1,"2022","04"
"GhentBoutique",2022-04-30,"123b171406359fe",1,"2022","04"
"LiegeHub",2022-04-30,"123b171406359fe",1,"2022","04"
"CharleroiDepot",2022-04-30,"123b171406359fe",1,"2022","04"
"NamurPoint",2021-04-22,"1243894d20805f5",1,"2021","04"
"online",2021-04-22,"1243894d20805f5",1,"2021","04"
"NamurPoint",2021-05-01,"1243894d20805f5",1,"2021","05"
"GhentBoutique",2021-05-01,"1243894d20805f5",1,"2021","05"
"online",2021-05-02,"1243894d20805f5",1,"2021","05"
"GhentBoutique",2022-02-11,"124c902a486563a",1,"2022","02"
"AntwerpOutlet",2022-05-02,"12510ea97283c91",1,"2022","05"
"online",2022-02-10,"12625a171e86745",1,"2022","02"
"AntwerpOutlet",2022-04-21,"1282b6caf8eaae7",1,"2022","04"
"Franchise_NL",2022-04-22,"1282b6caf8eaae7",1,"2022","04"
"Franchise_NL",2022-04-22,"1282b6caf8eaae7",1,"2022","04"
"Franchise_NL",2022-04-22,"1282b6caf8eaae7",1,"2022","04"
"Franchise_NL",2022-04-30,"1282b6caf8eaae7",-1,"2022","04"
"Franchise_NL",2022-04-30,"1282b6caf8eaae7",1,"2022","04"
"Franchise_NL",2022-05-01,"1282b6caf8eaae7",-1,"2022","05"
"online",2022-02-01,"1288e94eebae4dd",1,"2022","02"
"GhentBoutique",2022-02-01,"1288e94eebae4dd",1,"2022","02"
"online",2022-02-02,"1288e94eebae4dd",1,"2022","02"
"AntwerpOutlet",2022-02-02,"1288e94eebae4dd",1,"2022","02"
"GhentBoutique",2022-02-09,"1288e94eebae4dd",1,"2022","02"
"online",2022-02-10,"1288e94eebae4dd",1,"2022","02"
"BrusselsMart",2022-02-09,"128bf72941d36f1",1,"2022","02"
"online",2022-02-09,"128bf72941d36f1",1,"2022","02"
"GhentBoutique",2022-02-09,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"TournaiShop",2022-02-10,"128bf72941d36f1",1,"2022","02"
"LiegeHub",2022-01-31,"128f3df91e23b84",1,"2022","01"
"online",2022-02-01,"128f3df91e23b84",1,"2022","02"
"online",2022-02-01,"128f3df91e23b84",1,"2022","02"
"LiegeHub",2022-02-01,"128f3df91e23b84",1,"2022","02"
"LiegeHub",2018-01-12,"128f3df91e23b84",1,"2018","01"
"LiegeHub",2022-02-01,"128f3df91e23b84",1,"2022","02"
"LiegeHub",2022-02-01,"128f3df91e23b84",1,"2022","02"
"online",2022-02-01,"128f3df91e23b84",1,"2022","02"
"online",2022-02-01,"128f3df91e23b84",1,"2022","02"
"CharleroiDepot",2022-02-01,"128f3df91e23b84",1,"2022","02"
"online",2022-02-02,"128f3df91e23b84",-1,"2022","02"
"CharleroiDepot",2022-02-02,"128f3df91e23b84",-1,"2022","02"
"LiegeHub",2022-02-09,"128f3df91e23b84",1,"2022","02"
"LiegeHub",2022-02-09,"128f3df91e23b84",1,"2022","02"
"online",2022-02-09,"128f3df91e23b84",2,"2022","02"
"AntwerpOutlet",2022-02-09,"128f3df91e23b84",1,"2022","02"
"online",2022-02-10,"128f3df91e23b84",1,"2022","02"
"OstendStore",2022-04-12,"12a295ee1a36448",1,"2022","04"
"MechelenCenter",2018-01-12,"12a295ee1a36448",1,"2018","01"
"CharleroiDepot",2022-04-10,"12b0d8565737c0f",1,"2022","04"
"LeuvenStyles",2022-04-10,"12b0d8565737c0f",1,"2022","04"
"HasseltFashions",2022-04-10,"12b0d8565737c0f",1,"2022","04"
"Franchise_NL",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"BruggeSquare",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"Franchise_NL",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"BruggeSquare",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"AntwerpOutlet",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"Franchise_NL",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"AntwerpOutlet",2022-04-11,"12b0d8565737c0f",1,"2022","04"
"Franchise_NL",2022-04-12,"12b0d8565737c0f",-1,"2022","04"
"AntwerpOutlet",2022-04-12,"12b0d8565737c0f",1,"2022","04"
"LiegeHub",2022-04-12,"12b0d8565737c0f",1,"2022","04"
"BruggeSquare",2022-04-12,"12b0d8565737c0f",1,"2022","04"
"Franchise_NL",2022-04-13,"12b0d8565737c0f",1,"2022","04"
"MechelenCenter",2022-04-20,"12b0d8565737c0f",1,"2022","04"
"AntwerpOutlet",2022-04-20,"12b0d8565737c0f",1,"2022","04"
"AntwerpOutlet",2022-01-21,"12b638747aa9ce0",1,"2022","01"
"online",2022-02-20,"12b7fc8839fa32c",1,"2022","02"
"online",2020-03-30,"12e6fe78591d2b9",2,"2020","03"
"online",2020-03-30,"12e6fe78591d2b9",1,"2020","03"
"online",2020-03-30,"12e6fe78591d2b9",2,"2020","03"
"online",2020-03-30,"12e6fe78591d2b9",1,"2020","03"
"online",2020-03-30,"12e6fe78591d2b9",1,"2020","03"
"MechelenCenter",2022-01-12,"13061a9b366fbc5",1,"2022","01"
"GhentBoutique",2022-01-20,"13061a9b366fbc5",1,"2022","01"
"MechelenCenter",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"TournaiShop",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"GenkGallery",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"AntwerpOutlet",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"BrusselsMart",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"OstendStore",2022-01-21,"13061a9b366fbc5",1,"2022","01"
"MonsPlaza",2022-01-22,"13061a9b366fbc5",1,"2022","01"
"GenkGallery",2022-01-22,"13061a9b366fbc5",1,"2022","01"
"GhentBoutique",2022-03-22,"1317862857e731f",1,"2022","03"
"LiegeHub",2022-03-23,"1317862857e731f",1,"2022","03"
"online",2022-03-31,"1317862857e731f",1,"2022","03"
"LiegeHub",2022-03-31,"1317862857e731f",0,"2022","03"
"TournaiShop",2022-04-01,"131ecc79827f350",1,"2022","04"
"BrusselsMart",2022-04-01,"131ecc79827f350",1,"2022","04"
"HasseltFashions",2022-04-01,"131ecc79827f350",1,"2022","04"
"BrusselsMart",2022-04-01,"131ecc79827f350",1,"2022","04"
"TournaiShop",2022-04-01,"131ecc79827f350",1,"2022","04"
"MonsPlaza",2022-04-02,"131ecc79827f350",1,"2022","04"
"AntwerpOutlet",2022-04-02,"131ecc79827f350",1,"2022","04"
"LiegeHub",2022-04-02,"131ecc79827f350",1,"2022","04"
"TournaiShop",2018-01-12,"131ecc79827f350",1,"2018","01"
"BruggeSquare",2022-04-02,"131ecc79827f350",1,"2022","04"
"AntwerpOutlet",2022-04-02,"131ecc79827f350",1,"2022","04"
"Franchise_NL",2022-04-02,"131ecc79827f350",1,"2022","04"
"Franchise_NL",2022-04-02,"131ecc79827f350",1,"2022","04"
"AntwerpOutlet",2022-04-03,"131ecc79827f350",1,"2022","04"
"AntwerpOutlet",2022-04-03,"131ecc79827f350",1,"2022","04"
"CharleroiDepot",2022-04-10,"131ecc79827f350",1,"2022","04"
"Franchise_NL",2022-04-10,"131ecc79827f350",1,"2022","04"
"Franchise_NL",2022-04-10,"131ecc79827f350",0,"2022","04"
"AntwerpOutlet",2022-02-09,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2022-02-09,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2022-02-10,"132640cf5bb8e23",1,"2022","02"
"AntwerpOutlet",2022-02-10,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2022-02-11,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2022-02-11,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2022-02-11,"132640cf5bb8e23",1,"2022","02"
"LiegeHub",2018-01-12,"132640cf5bb8e23",1,"2018","01"
"MechelenCenter",2022-04-12,"132b1ff03643e0c",1,"2022","04"
"MechelenCenter",2022-04-12,"132b1ff03643e0c",1,"2022","04"
"MechelenCenter",2022-04-12,"132b1ff03643e0c",1,"2022","04"
"NamurPoint",2022-03-31,"132fa25900a1052",0,"2022","03"
"NamurPoint",2022-03-31,"132fa25900a1052",1,"2022","03"
"NamurPoint",2022-03-31,"132fa25900a1052",-1,"2022","03"
"LiegeHub",2022-02-21,"133ffc6de01603c",1,"2022","02"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"online",2022-01-20,"13465549ddb3f11",2,"2022","01"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"online",2022-01-20,"13465549ddb3f11",2,"2022","01"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"online",2018-01-12,"13465549ddb3f11",1,"2018","01"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"online",2022-01-20,"13465549ddb3f11",1,"2022","01"
"LeuvenStyles",2022-02-09,"134e31ab263ec5a",1,"2022","02"
"AntwerpOutlet",2022-02-10,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-10,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-10,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"LeuvenStyles",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"LeuvenStyles",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"online",2022-02-11,"134e31ab263ec5a",1,"2022","02"
"MechelenCenter",2022-04-02,"1369d2de808bd73",1,"2022","04"
"BrusselsMart",2022-04-02,"1369d2de808bd73",1,"2022","04"
"LeuvenStyles",2022-04-02,"1369d2de808bd73",1,"2022","04"
"BrusselsMart",2022-04-10,"1369d2de808bd73",1,"2022","04"
"CharleroiDepot",2022-04-10,"1369d2de808bd73",1,"2022","04"
"CharleroiDepot",2022-04-10,"1369d2de808bd73",1,"2022","04"
"CharleroiDepot",2022-04-10,"1369d2de808bd73",1,"2022","04"
"CharleroiDepot",2022-04-10,"1369d2de808bd73",1,"2022","04"
