"channel","date_id","pid","net_sales_amount","year","month"
"online",2022-04-01,"00018645b311291",1,"2022","04"
"AntwerpOutlet",2018-01-12,"0002c09028f0997",1,"2018","01"
"AntwerpOutlet",2022-01-22,"0002c09028f0997",1,"2022","01"
"AntwerpOutlet",2022-01-30,"0002c09028f0997",1,"2022","01"
"AntwerpOutlet",2022-02-01,"0002c09028f0997",1,"2022","02"
"AntwerpOutlet",2022-04-12,"000d60c255ea40d",1,"2022","04"
"AntwerpOutlet",2022-04-12,"000d60c255ea40d",1,"2022","04"
"AntwerpOutlet",2022-04-01,"0012b783cc24610",1,"2022","04"
"AntwerpOutlet",2022-04-10,"0012b783cc24610",1,"2022","04"
"LeuvenStyles",2022-03-31,"00184a25beb0581",1,"2022","03"
"GhentBoutique",2022-04-01,"00184a25beb0581",1,"2022","04"
"NamurPoint",2022-04-01,"00184a25beb0581",1,"2022","04"
"NamurPoint",2022-04-01,"00184a25beb0581",1,"2022","04"
"LeuvenStyles",2022-04-01,"00184a25beb0581",1,"2022","04"
"Franchise_NL",2022-04-02,"00184a25beb0581",1,"2022","04"
"NamurPoint",2022-04-02,"00184a25beb0581",1,"2022","04"
"GhentBoutique",2022-04-02,"00184a25beb0581",1,"2022","04"
"OstendStore",2022-04-02,"00184a25beb0581",1,"2022","04"
"LeuvenStyles",2022-04-02,"00184a25beb0581",1,"2022","04"
"LeuvenStyles",2022-04-10,"00184a25beb0581",1,"2022","04"
"GenkGallery",2022-04-01,"0028a2c5a106b50",1,"2022","04"
"OstendStore",2022-04-01,"0028a2c5a106b50",1,"2022","04"
"GenkGallery",2022-04-01,"0028a2c5a106b50",1,"2022","04"
"CharleroiDepot",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"CharleroiDepot",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"BruggeSquare",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"NamurPoint",2018-01-12,"0028a2c5a106b50",1,"2018","01"
"MonsPlaza",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"BrusselsMart",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"OstendStore",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"AalstEmporium",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"BrusselsMart",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"NamurPoint",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"GenkGallery",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"GenkGallery",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"NamurPoint",2022-04-02,"0028a2c5a106b50",-1,"2022","04"
"BrusselsMart",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"NamurPoint",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"OstendStore",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"LiegeHub",2022-04-02,"0028a2c5a106b50",1,"2022","04"
"KortrijkShowroom",2022-04-03,"0028a2c5a106b50",1,"2022","04"
"OstendStore",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"LeuvenStyles",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"BrusselsMart",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"CharleroiDepot",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"AntwerpOutlet",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"BrusselsMart",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"GenkGallery",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"MonsPlaza",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"AalstEmporium",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"MonsPlaza",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"KortrijkShowroom",2022-04-10,"0028a2c5a106b50",1,"2022","04"
"AntwerpOutlet",2022-04-11,"0028a2c5a106b50",1,"2022","04"
"LiegeHub",2022-04-11,"0028a2c5a106b50",1,"2022","04"
"AntwerpOutlet",2022-04-11,"0028a2c5a106b50",1,"2022","04"
"online",2022-02-01,"002c00ad103704d",1,"2022","02"
"online",2022-02-02,"002c00ad103704d",1,"2022","02"
"online",2022-02-09,"002c00ad103704d",-1,"2022","02"
"online",2022-02-10,"002c00ad103704d",1,"2022","02"
"online",2018-01-12,"002ced9ed153340",3,"2018","01"
"online",2018-01-12,"002ced9ed153340",2,"2018","01"
"online",2018-01-12,"002ced9ed153340",3,"2018","01"
"online",2018-01-12,"002ced9ed153340",1,"2018","01"
"online",2018-01-12,"002ced9ed153340",3,"2018","01"
"online",2021-01-31,"003d486b0890a6e",1,"2021","01"
"online",2021-01-31,"003d486b0890a6e",1,"2021","01"
"online",2018-01-12,"003d486b0890a6e",1,"2018","01"
"online",2021-01-31,"003d486b0890a6e",1,"2021","01"
"online",2021-01-31,"003d486b0890a6e",1,"2021","01"
"NamurPoint",2022-02-11,"004500f185dec53",1,"2022","02"
"BrusselsMart",2022-04-11,"005bcd221e2062e",1,"2022","04"
"Franchise_NL",2022-04-11,"005bcd221e2062e",1,"2022","04"
"BrusselsMart",2022-04-11,"005bcd221e2062e",1,"2022","04"
"MechelenCenter",2022-04-11,"005bcd221e2062e",1,"2022","04"
"HasseltFashions",2022-04-12,"005bcd221e2062e",1,"2022","04"
"Franchise_NL",2022-04-12,"005bcd221e2062e",1,"2022","04"
"HasseltFashions",2022-04-12,"005bcd221e2062e",1,"2022","04"
"LiegeHub",2022-04-12,"005bcd221e2062e",1,"2022","04"
"AntwerpOutlet",2022-04-12,"005bcd221e2062e",1,"2022","04"
"Franchise_NL",2022-04-12,"005bcd221e2062e",-1,"2022","04"
"Franchise_NL",2022-04-12,"005bcd221e2062e",1,"2022","04"
"AntwerpOutlet",2022-04-12,"005bcd221e2062e",1,"2022","04"
"LeuvenStyles",2022-04-12,"005bcd221e2062e",1,"2022","04"
"AntwerpOutlet",2022-04-13,"005bcd221e2062e",1,"2022","04"
"BruggeSquare",2022-04-20,"005bcd221e2062e",1,"2022","04"
"GhentBoutique",2022-04-20,"005bcd221e2062e",1,"2022","04"
"AntwerpOutlet",2022-04-20,"005bcd221e2062e",1,"2022","04"
"LeuvenStyles",2022-04-20,"005bcd221e2062e",1,"2022","04"
"Franchise_NL",2022-04-20,"005bcd221e2062e",1,"2022","04"
"LeuvenStyles",2022-04-21,"005bcd221e2062e",1,"2022","04"
"LiegeHub",2022-04-21,"005bcd221e2062e",2,"2022","04"
"CharleroiDepot",2022-04-21,"005bcd221e2062e",1,"2022","04"
"online",2022-03-01,"0060a26534cc630",1,"2022","03"
"online",2022-03-03,"0060a26534cc630",-1,"2022","03"
"online",2022-03-11,"0060a26534cc630",1,"2022","03"
"online",2022-03-11,"0060a26534cc630",1,"2022","03"
"MechelenCenter",2022-01-30,"00634b3a8315015",1,"2022","01"
"NamurPoint",2022-01-30,"00634b3a8315015",1,"2022","01"
"BruggeSquare",2022-01-30,"00634b3a8315015",1,"2022","01"
"online",2022-01-31,"00634b3a8315015",1,"2022","01"
"AalstEmporium",2022-01-31,"00634b3a8315015",1,"2022","01"
"BruggeSquare",2022-01-31,"00634b3a8315015",1,"2022","01"
"BruggeSquare",2022-01-31,"00634b3a8315015",1,"2022","01"
"BruggeSquare",2022-02-01,"00634b3a8315015",1,"2022","02"
"BruggeSquare",2022-02-01,"00634b3a8315015",1,"2022","02"
"GhentBoutique",2022-02-01,"00634b3a8315015",1,"2022","02"
"BrusselsMart",2022-02-01,"00634b3a8315015",1,"2022","02"
"LeuvenStyles",2022-02-01,"00634b3a8315015",1,"2022","02"
"MechelenCenter",2022-02-01,"00634b3a8315015",1,"2022","02"
"GenkGallery",2022-02-02,"00634b3a8315015",1,"2022","02"
"AntwerpOutlet",2022-02-02,"00634b3a8315015",1,"2022","02"
"NamurPoint",2022-02-02,"00634b3a8315015",1,"2022","02"
"online",2022-03-01,"0065ace3fe1f721",1,"2022","03"
"online",2022-03-02,"0065ace3fe1f721",-1,"2022","03"
"online",2022-02-11,"0073f21bf4437e3",1,"2022","02"
"GenkGallery",2022-04-10,"0075b942eb5df27",1,"2022","04"
"GenkGallery",2022-04-10,"0075b942eb5df27",1,"2022","04"
"GenkGallery",2022-04-10,"0075b942eb5df27",1,"2022","04"
"GenkGallery",2022-04-10,"0075b942eb5df27",1,"2022","04"
"GenkGallery",2022-04-12,"0075b942eb5df27",1,"2022","04"
"Franchise_NL",2022-04-11,"007fee93357e955",1,"2022","04"
"AntwerpOutlet",2022-04-11,"007fee93357e955",1,"2022","04"
"online",2022-03-02,"008ea2a8b36b194",1,"2022","03"
"online",2022-03-12,"008ea2a8b36b194",-1,"2022","03"
"Franchise_NL",2022-04-02,"0090a0eb6e4b818",1,"2022","04"
"Franchise_NL",2022-04-10,"0090a0eb6e4b818",1,"2022","04"
"Franchise_NL",2022-04-11,"0090a0eb6e4b818",-1,"2022","04"
"KortrijkShowroom",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"TournaiShop",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"TournaiShop",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"MechelenCenter",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"AntwerpOutlet",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"HasseltFashions",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"OstendStore",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"OstendStore",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"TournaiShop",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"CharleroiDepot",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"NamurPoint",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"NamurPoint",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"CharleroiDepot",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"AalstEmporium",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"KortrijkShowroom",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"LiegeHub",2018-01-12,"00a2f1f2dd5b1a2",1,"2018","01"
"CharleroiDepot",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"TournaiShop",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"AntwerpOutlet",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"AntwerpOutlet",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"KortrijkShowroom",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"AalstEmporium",2022-04-12,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-13,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-13,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-13,"00a2f1f2dd5b1a2",1,"2022","04"
"TournaiShop",2022-04-13,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"AalstEmporium",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"NamurPoint",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"AalstEmporium",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"AalstEmporium",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"CharleroiDepot",2022-04-20,"00a2f1f2dd5b1a2",2,"2022","04"
"LiegeHub",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"AntwerpOutlet",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"AntwerpOutlet",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"LiegeHub",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"GhentBoutique",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-20,"00a2f1f2dd5b1a2",1,"2022","04"
"NamurPoint",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"LiegeHub",2018-01-12,"00a2f1f2dd5b1a2",1,"2018","01"
"CharleroiDepot",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"GenkGallery",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"BrusselsMart",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"OstendStore",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"MonsPlaza",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"KortrijkShowroom",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"KortrijkShowroom",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"Franchise_NL",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"BruggeSquare",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"LeuvenStyles",2022-04-21,"00a2f1f2dd5b1a2",2,"2022","04"
"AntwerpOutlet",2022-04-21,"00a2f1f2dd5b1a2",1,"2022","04"
"CharleroiDepot",2022-01-12,"00a539e7c0427de",1,"2022","01"
"BruggeSquare",2022-01-20,"00a539e7c0427de",1,"2022","01"
"BruggeSquare",2022-01-20,"00a539e7c0427de",1,"2022","01"
"LeuvenStyles",2022-01-21,"00a539e7c0427de",1,"2022","01"
"BrusselsMart",2022-01-21,"00a539e7c0427de",1,"2022","01"
"BruggeSquare",2022-01-21,"00a539e7c0427de",1,"2022","01"
"LeuvenStyles",2022-01-21,"00a539e7c0427de",1,"2022","01"
"BruggeSquare",2022-01-21,"00a539e7c0427de",1,"2022","01"
"LeuvenStyles",2022-01-21,"00a539e7c0427de",1,"2022","01"
"LeuvenStyles",2022-05-02,"00af7795ed50ce7",1,"2022","05"
"LeuvenStyles",2022-05-02,"00af7795ed50ce7",1,"2022","05"
"online",2022-03-23,"00be94adac524ee",1,"2022","03"
"GhentBoutique",2022-03-14,"00bf5bd27cb57b7",1,"2022","03"
"NamurPoint",2022-03-21,"00bf5bd27cb57b7",1,"2022","03"
"MechelenCenter",2022-03-22,"00bf5bd27cb57b7",1,"2022","03"
"GhentBoutique",2022-03-22,"00bf5bd27cb57b7",1,"2022","03"
"AalstEmporium",2018-01-12,"00bf5bd27cb57b7",1,"2018","01"
"MechelenCenter",2022-03-22,"00bf5bd27cb57b7",1,"2022","03"
"NamurPoint",2022-03-23,"00bf5bd27cb57b7",1,"2022","03"
"MechelenCenter",2022-03-23,"00bf5bd27cb57b7",1,"2022","03"
"AalstEmporium",2022-03-23,"00bf5bd27cb57b7",1,"2022","03"
"online",2022-02-09,"00c858927bb9cda",1,"2022","02"
"online",2022-02-10,"00c858927bb9cda",-1,"2022","02"
"online",2022-02-11,"00c858927bb9cda",1,"2022","02"
"online",2022-02-11,"00c858927bb9cda",1,"2022","02"
"online",2022-02-12,"00c858927bb9cda",1,"2022","02"
"HasseltFashions",2022-03-24,"00db129854ecec0",1,"2022","03"
"BruggeSquare",2022-03-31,"00db129854ecec0",1,"2022","03"
"OstendStore",2022-03-31,"00db129854ecec0",1,"2022","03"
"BruggeSquare",2022-03-31,"00db129854ecec0",1,"2022","03"
"BruggeSquare",2022-03-31,"00db129854ecec0",1,"2022","03"
"LeuvenStyles",2022-03-31,"00db129854ecec0",1,"2022","03"
"CharleroiDepot",2022-03-31,"00db129854ecec0",1,"2022","03"
"LeuvenStyles",2022-03-31,"00db129854ecec0",1,"2022","03"
"MechelenCenter",2018-01-12,"00db129854ecec0",1,"2018","01"
"LeuvenStyles",2022-04-01,"00db129854ecec0",1,"2022","04"
"AntwerpOutlet",2022-04-01,"00db129854ecec0",1,"2022","04"
"LeuvenStyles",2022-04-01,"00db129854ecec0",1,"2022","04"
"OstendStore",2022-04-01,"00db129854ecec0",1,"2022","04"
"GhentBoutique",2022-04-01,"00db129854ecec0",1,"2022","04"
"LeuvenStyles",2022-04-01,"00db129854ecec0",1,"2022","04"
"BrusselsMart",2022-04-02,"00db129854ecec0",1,"2022","04"
"BrusselsMart",2022-04-02,"00db129854ecec0",1,"2022","04"
"OstendStore",2022-04-02,"00db129854ecec0",1,"2022","04"
"BrusselsMart",2022-04-02,"00db129854ecec0",1,"2022","04"
"LeuvenStyles",2022-04-02,"00db129854ecec0",1,"2022","04"
"GhentBoutique",2022-02-19,"00df97bb7e48950",1,"2022","02"
"online",2022-04-01,"00e71ac60451d17",1,"2022","04"
"AntwerpOutlet",2022-04-12,"00f3c0d50ada372",1,"2022","04"
"AntwerpOutlet",2022-02-10,"0111ca6d9ffcd89",1,"2022","02"
"GhentBoutique",2022-01-22,"0116b7427486bab",1,"2022","01"
"GhentBoutique",2022-01-30,"0116b7427486bab",1,"2022","01"
"BrusselsMart",2022-01-30,"0116b7427486bab",1,"2022","01"
"GhentBoutique",2022-01-30,"0116b7427486bab",1,"2022","01"
"GenkGallery",2022-01-31,"0116b7427486bab",1,"2022","01"
"AntwerpOutlet",2022-01-31,"0116b7427486bab",1,"2022","01"
"AntwerpOutlet",2022-02-01,"0116b7427486bab",1,"2022","02"
"BrusselsMart",2022-02-01,"0116b7427486bab",1,"2022","02"
"GenkGallery",2022-02-01,"0116b7427486bab",1,"2022","02"
"NamurPoint",2022-02-01,"0116b7427486bab",1,"2022","02"
"AntwerpOutlet",2018-01-12,"0116b7427486bab",1,"2018","01"
"GhentBoutique",2022-02-01,"0116b7427486bab",1,"2022","02"
"LeuvenStyles",2022-04-03,"01200b6683c6680",1,"2022","04"
"LeuvenStyles",2022-04-12,"01200b6683c6680",1,"2022","04"
"online",2021-03-31,"01203152d39320a",3,"2021","03"
"online",2021-03-31,"01203152d39320a",2,"2021","03"
"online",2021-03-31,"01203152d39320a",1,"2021","03"
"online",2021-03-31,"01203152d39320a",2,"2021","03"
"online",2021-03-31,"01203152d39320a",3,"2021","03"
"online",2022-01-30,"013a65f2b7d2105",3,"2022","01"
"online",2022-01-30,"013a65f2b7d2105",1,"2022","01"
"online",2022-01-30,"013a65f2b7d2105",1,"2022","01"
"online",2022-01-30,"013a65f2b7d2105",3,"2022","01"
"online",2022-01-30,"013a65f2b7d2105",2,"2022","01"
"AntwerpOutlet",2022-05-01,"0140612c8790de6",1,"2022","05"
"AntwerpOutlet",2022-05-02,"0140612c8790de6",1,"2022","05"
"AntwerpOutlet",2022-05-02,"0140612c8790de6",1,"2022","05"
"LeuvenStyles",2021-04-22,"0144d80b961dff4",1,"2021","04"
"GhentBoutique",2021-04-22,"0144d80b961dff4",1,"2021","04"
"BrusselsMart",2021-04-22,"0144d80b961dff4",1,"2021","04"
"GhentBoutique",2021-05-01,"0144d80b961dff4",1,"2021","05"
"LeuvenStyles",2021-05-02,"0144d80b961dff4",1,"2021","05"
"online",2022-03-01,"014570d71a5d6e5",1,"2022","03"
"online",2022-02-20,"0147a8f26547c54",1,"2022","02"
"online",2022-03-01,"0147a8f26547c54",1,"2022","03"
"BrusselsMart",2022-02-11,"016539eb958f688",1,"2022","02"
"AalstEmporium",2022-02-11,"016539eb958f688",1,"2022","02"
"LiegeHub",2022-02-11,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-11,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-11,"016539eb958f688",1,"2022","02"
"BrusselsMart",2022-02-11,"016539eb958f688",1,"2022","02"
"LeuvenStyles",2022-02-11,"016539eb958f688",1,"2022","02"
"MechelenCenter",2022-02-19,"016539eb958f688",1,"2022","02"
"CharleroiDepot",2022-02-19,"016539eb958f688",1,"2022","02"
"GhentBoutique",2022-02-19,"016539eb958f688",1,"2022","02"
"LeuvenStyles",2022-02-19,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-19,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-19,"016539eb958f688",-1,"2022","02"
"BruggeSquare",2022-02-20,"016539eb958f688",1,"2022","02"
"MechelenCenter",2022-02-20,"016539eb958f688",1,"2022","02"
"TournaiShop",2022-02-20,"016539eb958f688",1,"2022","02"
"GhentBoutique",2022-02-20,"016539eb958f688",1,"2022","02"
"NamurPoint",2022-02-20,"016539eb958f688",1,"2022","02"
"GhentBoutique",2022-02-20,"016539eb958f688",1,"2022","02"
"HasseltFashions",2022-02-20,"016539eb958f688",1,"2022","02"
"AntwerpOutlet",2022-02-20,"016539eb958f688",1,"2022","02"
"KortrijkShowroom",2022-02-20,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-20,"016539eb958f688",1,"2022","02"
"MonsPlaza",2022-02-20,"016539eb958f688",1,"2022","02"
"HasseltFashions",2018-01-12,"016539eb958f688",1,"2018","01"
"MechelenCenter",2022-02-20,"016539eb958f688",1,"2022","02"
"AalstEmporium",2022-02-20,"016539eb958f688",1,"2022","02"
"MonsPlaza",2022-02-20,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-21,"016539eb958f688",1,"2022","02"
"online",2022-02-21,"016539eb958f688",1,"2022","02"
"BruggeSquare",2022-02-21,"016539eb958f688",1,"2022","02"
"LiegeHub",2022-02-21,"016539eb958f688",1,"2022","02"
"BrusselsMart",2022-03-24,"0183c9ccf44109d",1,"2022","03"
"AntwerpOutlet",2022-03-31,"0183c9ccf44109d",1,"2022","03"
"BrusselsMart",2022-04-01,"0183c9ccf44109d",1,"2022","04"
"MechelenCenter",2022-04-01,"0183c9ccf44109d",1,"2022","04"
"BrusselsMart",2022-03-31,"01914138faa73a8",1,"2022","03"
"BrusselsMart",2022-04-01,"01914138faa73a8",1,"2022","04"
"BrusselsMart",2022-04-01,"01914138faa73a8",1,"2022","04"
"BrusselsMart",2022-04-02,"01914138faa73a8",1,"2022","04"
"LeuvenStyles",2018-01-12,"01914138faa73a8",1,"2018","01"
"BrusselsMart",2022-01-22,"0192233b525f531",1,"2022","01"
"LiegeHub",2022-01-22,"0192233b525f531",1,"2022","01"
"LiegeHub",2022-01-22,"0192233b525f531",1,"2022","01"
"CharleroiDepot",2022-01-22,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-22,"0192233b525f531",1,"2022","01"
"LiegeHub",2022-01-22,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-31,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-31,"0192233b525f531",1,"2022","01"
"CharleroiDepot",2022-01-31,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-31,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-31,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-01-31,"0192233b525f531",1,"2022","01"
"BruggeSquare",2022-02-01,"0192233b525f531",1,"2022","02"
"LeuvenStyles",2021-02-12,"01ad47da9342316",1,"2021","02"
"KortrijkShowroom",2021-02-12,"01ad47da9342316",1,"2021","02"
"CharleroiDepot",2021-02-19,"01ad47da9342316",1,"2021","02"
"LeuvenStyles",2021-02-19,"01ad47da9342316",1,"2021","02"
"online",2021-02-21,"01ad47da9342316",1,"2021","02"
"Franchise_NL",2022-04-22,"01b00d1bd1994b4",1,"2022","04"
"Franchise_NL",2022-04-30,"01b00d1bd1994b4",1,"2022","04"
"LeuvenStyles",2022-05-01,"01b00d1bd1994b4",1,"2022","05"
"LeuvenStyles",2022-05-02,"01b00d1bd1994b4",1,"2022","05"
"BruggeSquare",2022-01-22,"01bd461aaaa95d9",1,"2022","01"
"AntwerpOutlet",2022-02-09,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-10,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-10,"01d6da967912fd3",1,"2022","02"
"NamurPoint",2022-02-10,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-10,"01d6da967912fd3",1,"2022","02"
"CharleroiDepot",2022-02-10,"01d6da967912fd3",1,"2022","02"
"MonsPlaza",2022-02-10,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-10,"01d6da967912fd3",1,"2022","02"
"LiegeHub",2022-02-10,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-10,"01d6da967912fd3",1,"2022","02"
"MonsPlaza",2022-02-11,"01d6da967912fd3",0,"2022","02"
"online",2022-02-11,"01d6da967912fd3",1,"2022","02"
"AalstEmporium",2022-02-11,"01d6da967912fd3",1,"2022","02"
"online",2022-02-11,"01d6da967912fd3",-1,"2022","02"
"LeuvenStyles",2022-02-11,"01d6da967912fd3",1,"2022","02"
"MonsPlaza",2022-02-11,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-11,"01d6da967912fd3",1,"2022","02"
"AalstEmporium",2022-02-11,"01d6da967912fd3",1,"2022","02"
"online",2022-02-11,"01d6da967912fd3",1,"2022","02"
"HasseltFashions",2022-02-11,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-11,"01d6da967912fd3",1,"2022","02"
"LeuvenStyles",2022-02-11,"01d6da967912fd3",1,"2022","02"
"GenkGallery",2022-02-11,"01d6da967912fd3",1,"2022","02"
"BrusselsMart",2022-02-11,"01d6da967912fd3",1,"2022","02"
"LeuvenStyles",2022-02-11,"01d6da967912fd3",1,"2022","02"
"AntwerpOutlet",2022-02-11,"01d6da967912fd3",1,"2022","02"
"CharleroiDepot",2022-02-11,"01d6da967912fd3",1,"2022","02"
"MonsPlaza",2022-02-12,"01d6da967912fd3",1,"2022","02"
"online",2022-02-12,"01d6da967912fd3",-1,"2022","02"
"BruggeSquare",2022-02-12,"01d6da967912fd3",1,"2022","02"
"TournaiShop",2022-02-12,"01d6da967912fd3",1,"2022","02"
"AntwerpOutlet",2022-02-19,"01d6da967912fd3",1,"2022","02"
"MonsPlaza",2022-02-19,"01d6da967912fd3",1,"2022","02"
"MechelenCenter",2022-02-19,"01d6da967912fd3",1,"2022","02"
"AntwerpOutlet",2021-04-21,"01dbc38e67876fe",1,"2021","04"
"AntwerpOutlet",2022-04-02,"01dca3005746fb5",1,"2022","04"
"BruggeSquare",2022-04-03,"01dca3005746fb5",1,"2022","04"
"BruggeSquare",2022-04-12,"01dca3005746fb5",1,"2022","04"
